name,city,postal_code,street,building_number,orientation_number,ruian_code
Zámrsk,Zámrsk,56543,,87,0,18102425.0
Sruby,Sruby,56544,,28,0,18070523.0
České Heřmanice,České Heřmanice,56552,,75,0,5646049.0
Sloupnice,Sloupnice,56553,,3,0,17972094.0
Vysoké Mýto,Vysoké Mýto,56601,B. Smetany,33,0,5714168.0
Svitavy 2,Svitavy,56802,Větrná,662,2,18912443.0
Hradec nad Svitavou,Hradec nad Svitavou,56901,,301,0,15889742.0
Březová nad Svitavou,Březová nad Svitavou,56902,Moravské náměstí,22,0,15876276.0
Rozhraní,Rozhraní,56903,,74,0,1822241.0
Brněnec,Brněnec,56904,,77,0,15915921.0
Bělá nad Svitavou,Bělá nad Svitavou,56905,,215,0,15868320.0
Vítějeves,Vítějeves,56906,,65,0,1920782.0
Radiměř,Radiměř,56907,,440,0,1866737.0
Koclířov u Svitav,Koclířov,56911,,103,0,1805991.0
Opatov v Čechách,Opatov,56912,,221,0,15922715.0
Vendolí,Vendolí,56914,,103,0,1913751.0
Moravská Třebová 3,Moravská Třebová,56921,,102,0,15871169.0
Křenov,Křenov,56922,,56,0,15904261.0
Březina u Moravské Třebové,Březina,56923,,81,0,25825101.0
Kunčina,Kunčina,56924,,142,0,1791800.0
Staré Město u Moravské Třebové,Staré Město,56932,,153,0,15957811.0
Třebařov,Třebařov,56933,,186,0,1779613.0
Rychnov na Moravě,Rychnov na Moravě,56934,,168,0,1789945.0
Mladějov na Moravě,Mladějov na Moravě,56935,,56,0,1919105.0
Městečko Trnávka,Městečko Trnávka,56941,,4,0,1816632.0
Chornice,Chornice,56942,Jevíčská,41,0,1876724.0
Jevíčko,Jevíčko,56943,Palackého náměstí,6,0,1825283.0
Jaroměřice u Jevíčka,Jaroměřice,56944,,204,0,1884875.0
Biskupice u Jevíčka,Biskupice,56945,,11,0,1854933.0
Vranová Lhota,Vranová Lhota,56946,,34,0,1874900.0
Morašice u Litomyšle,Morašice,56951,,96,0,1844628.0
Cerekvice nad Loučnou,Cerekvice nad Loučnou,56953,,171,0,1861638.0
Janov u Litomyšle,Janov,56955,,216,0,1868179.0
Čistá u Litomyšle,Čistá,56956,,314,0,1838792.0
Trstěnice u Litomyšle,Trstěnice,56957,,238,0,1871609.0
Dolní Újezd u Litomyšle,Dolní Újezd,56961,,281,0,1783220.0
Sebranice u Litomyšle,Sebranice,56962,,32,0,1880136.0
Lubná u Poličky,Lubná,56963,,327,0,15910059.0
Poříčí u Litomyšle,Poříčí u Litomyšle,56964,,81,0,1858921.0
Budislav u Litomyšle,Budislav,56965,,64,0,1833731.0
Osík u Litomyšle,Osík,56967,,240,0,15929116.0
Pomezí,Pomezí,56971,,4,0,1811584.0
Rohozná u Poličky,Rohozná,56972,,387,0,1852663.0
Svojanov,Svojanov,56973,,36,0,18913571.0
Trpín,Trpín,56974,,77,0,15965422.0
Borová u Poličky,Borová,56982,,100,0,1808192.0
Pustá Kamenice,Pustá Kamenice,56983,,130,0,15949486.0
Jedlová u Poličky,Jedlová,56991,,390,0,15900053.0
Bystré u Poličky,Bystré,56992,náměstí Na podkově,6,0,1794370.0
Korouhev,Korouhev,56993,,234,0,1803646.0
Telecí,Telecí,56994,,156,0,15963926.0
Litomyšl,Litomyšl,57001,Smetanovo náměstí,15,0,1901061.0
Moravská Třebová 1,Moravská Třebová,57101,náměstí T. G. Masaryka,74,7,15969592.0
Polička,Polička,57201,Eimova,245,0,15940306.0
Havlíčkův Brod 2,Havlíčkův Brod,58002,Svatovojtěšská,58,0,9588809.0
Pohled,Pohled,58221,Revoluční,39,0,9497200.0
Přibyslav,Přibyslav,58222,Bechyňovo náměstí,3,0,9500693.0
Havlíčkova Borová,Havlíčkova Borová,58223,Náměstí,278,0,9399518.0
Oudoleň,Oudoleň,58224,,131,0,9489363.0
Okrouhlice,Okrouhlice,58231,,49,0,9481681.0
Lipnice nad Sázavou,Lipnice nad Sázavou,58232,,2,0,9454675.0
Dolní Město,Dolní Město,58233,,93,0,9377646.0
Krásná Hora u Havlíčkova Brodu,Krásná Hora,58234,,23,0,9437151.0
Lučice,Lučice,58235,,171,0,9462457.0
Skuhrov u Havlíčkova Brodu,Skuhrov,58241,,48,0,9522000.0
Kámen u Habrů,Kámen,58242,,53,0,9425217.0
Tis,Tis,58243,,112,0,9554912.0
Sázavka,Sázavka,58244,,12,0,9517260.0
Uhelná Příbram,Uhelná Příbram,58245,,121,0,9559680.0
Šlapanov,Šlapanov,58251,,158,0,9548327.0
Věžnice,Věžnice,58252,,45,0,9653180.0
Štoky,Štoky,58253,,116,0,9550232.0
Úsobí,Úsobí,58254,,43,0,9560611.0
Herálec,Herálec,58255,,257,0,25336495.0
Věž,Věž,58256,,17,0,9566511.0
Lípa u Havlíčkova Brodu,Lípa,58257,,93,0,9452877.0
Česká Bělá,Česká Bělá,58261,,122,0,9365630.0
Sobíňov,Sobíňov,58262,,200,0,9528482.0
Ždírec nad Doubravou,Ždírec nad Doubravou,58263,Družstevní,569,0,25362950.0
Horní Studenec,Ždírec nad Doubravou,58264,,107,0,9411496.0
Slavíkov,Slavíkov,58265,,2,0,9523791.0
Krucemburk,Krucemburk,58266,Mikuláše Střely,138,0,9440551.0
Dolní Krupá,Dolní Krupá,58271,,30,0,9375333.0
Rozsochatec,Rozsochatec,58272,,97,0,9514601.0
Nová Ves u Chotěboře,Nová Ves u Chotěboře,58273,,63,0,9475583.0
Jeřišno,Jeřišno,58274,,25,0,9422510.0
Maleč,Maleč,58276,,104,0,9465723.0
Libice nad Doubravou,Libice nad Doubravou,58277,Zámecká,47,0,9450289.0
Habry,Habry,58281,Pražská,20,0,9393161.0
Golčův Jeníkov,Golčův Jeníkov,58282,Havlíčkovo náměstí,126,0,9382534.0
Vilémov,Vilémov,58283,,1,0,9569944.0
Leština u Světlé,Leština u Světlé,58286,,51,0,9446664.0
Číhošť,Číhošť,58287,,44,0,9368353.0
Světlá nad Sázavou,Světlá nad Sázavou,58291,náměstí Trčků z Lípy,1045,0,9544437.0
Kamenná Lhota,Kamenná Lhota,58292,,52,0,9427350.0
Kožlí,Kožlí,58293,,156,0,9433830.0
Hněvkovice u Ledče nad Sázavou,Hněvkovice,58294,,33,0,9406255.0
Chotěboř,Chotěboř,58301,náměstí T. G. Masaryka,56,0,9617655.0
Ledeč nad Sázavou,Ledeč nad Sázavou,58401,Nádražní,461,0,9642811.0
Jihlava 1,Jihlava,58601,Masarykovo náměstí,4321,8,12371912.0
Jihlava 2,Jihlava,58602,Havlíčkova,5100,124,26206366.0
Jihlava 4,Jihlava,58604,Erbenova,2598,33,12354970.0
Jihlava 5,Jihlava,58605,S. K. Neumanna,496,15,26111918.0
Jihlava 6,Jihlava,58606,Březinova,4690,144,12375543.0
Smrčná,Smrčná,58801,,22,0,12312827.0
Dušejov,Dušejov,58805,,109,0,5722527.0
Střítež u Jihlavy,Střítež,58811,,1,0,13777505.0
Dobronín,Dobronín,58812,Za Školou,343,1,12256919.0
Polná,Polná,58813,Varhánkova,1241,0,27396797.0
Velký Beranov,Velký Beranov,58821,,31,0,13783173.0
Luka nad Jihlavou,Luka nad Jihlavou,58822,Nová,16,0,13745689.0
Kamenice u Jihlavy,Kamenice,58823,,395,0,12288292.0
Řehořov,Kamenice,58824,,62,0,12312266.0
Jersín,Jersín,58825,,36,0,12276715.0
Zhoř u Jihlavy,Zhoř,58826,,106,0,12329983.0
Jamné u Jihlavy,Jamné,58827,,1,0,12274640.0
Puklice,Puklice,58831,,1,0,13764357.0
Brtnice,Brtnice,58832,náměstí Svobody,257,0,12247464.0
Stonařov,Stonařov,58833,,207,0,13776321.0
Dlouhá Brtnice,Dlouhá Brtnice,58834,,57,0,13723413.0
Vyskytná nad Jihlavou,Vyskytná nad Jihlavou,58841,,67,0,13794027.0
Větrný Jeníkov,Větrný Jeníkov,58842,,5,0,13786636.0
Rohozná u Jihlavy,Rohozná,58844,,28,0,13769031.0
Dolní Cerekev,Dolní Cerekev,58845,,107,0,12258539.0
Batelov,Batelov,58851,Třešťská,71,2,18563775.0
Horní Dubenky,Horní Dubenky,58852,,31,0,13731203.0
Mrákotín,Mrákotín,58854,,31,0,5742277.0
Telč,Telč,58856,Staňkova,294,0,12431737.0
Kostelec u Jihlavy,Kostelec,58861,,100,0,12293482.0
Urbanov,Urbanov,58862,,26,0,13779583.0
Krasonice,Krasonice,58864,,127,0,13744623.0
Nová Říše,Nová Říše,58865,Náměstí,40,0,5738776.0
Rozseč,Rozseč,58866,,94,0,12310158.0
Stará Říše,Stará Říše,58867,,81,0,12316202.0
Třešť,Třešť,58901,Revoluční,20,1,5724856.0
Žďár nad Sázavou 1,Žďár nad Sázavou,59101,Nádražní,494,23,3399770.0
Herálec pod Žákovou horou,Herálec,59201,,80,0,3559891.0
Svratka,Svratka,59202,9. května,250,0,3715523.0
Sněžné,Sněžné,59203,,54,0,3698238.0
Fryšava pod Žákovou horou,Fryšava pod Žákovou horou,59204,,,0,
Velká Losenice,Velká Losenice,59211,,161,0,3739856.0
Nížkov,Nížkov,59212,,107,0,3626989.0
Bohdalov,Bohdalov,59213,,84,0,3515541.0
Nové Veselí,Nové Veselí,59214,Na Městečku,59,0,3630561.0
Škrdlovice,Škrdlovice,59221,,48,0,3717992.0
Vojnův Městec,Vojnův Městec,59222,,27,0,3754171.0
Nové Město na Moravě,Nové Město na Moravě,59231,Masarykova,1492,0,3469344.0
Jámy,Jámy,59232,,47,0,3571131.0
Radešínská Svratka,Radešínská Svratka,59233,,134,0,3665097.0
Dalečín,Dalečín,59241,,61,0,3779548.0
Jimramov,Jimramov,59242,Pavlovická,181,0,3575071.0
Věcov,Věcov,59244,,61,0,3736512.0
Lísek,Lísek,59245,,80,0,3603075.0
Dolní Rožínka,Dolní Rožínka,59251,,81,0,3546365.0
Rožná,Rožná,59252,,8,0,3679161.0
Strážek,Strážek,59253,,13,0,3705501.0
Moravec,Moravec,59254,,59,0,3615421.0
Bobrová,Bobrová,59255,,190,0,3511022.0
Zvole nad Pernštejnem,Zvole,59256,,52,0,3762491.0
Rozsochy,Rozsochy,59257,,146,0,3678369.0
Doubravník,Doubravník,59261,,33,0,3548899.0
Nedvědice,Nedvědice,59262,,42,0,3617599.0
Štěpánov nad Svratkou,Štěpánov nad Svratkou,59263,,23,0,3721779.0
Prosetín,Prosetín,59264,,64,0,3661547.0
Rovečné,Rovečné,59265,,120,0,3674690.0
Vír,Vír,59266,,172,0,3749193.0
Bystřice nad Pernštejnem,Bystřice nad Pernštejnem,59301,Masarykovo náměstí,105,0,27227227.0
Velké Meziříčí,Velké Meziříčí,59401,Poštovní,1422,1,3494462.0
Uhřínov,Uhřínov,59441,,23,0,3798232.0
Měřín,Měřín,59442,Poštovní,265,0,3610535.0
Netín,Netín,59443,,138,0,85669423.0
Radostín nad Oslavou,Radostín nad Oslavou,59444,,190,0,3670546.0
Ostrov nad Oslavou,Ostrov nad Oslavou,59445,,186,0,3646238.0
Křižanov,Křižanov,59451,Benešovo náměstí,12,0,3590437.0
Osová Bítýška,Osová Bítýška,59453,,3,0,3641635.0
Křoví,Křoví,59454,,32,0,3596222.0
Dolní Loučky,Dolní Loučky,59455,,120,0,3542858.0
Žďárec,Žďárec,59456,,42,0,3801888.0
Vidonín,Vidonín,59457,,36,0,3747379.0
Heřmanov,Heřmanov,59458,,35,0,3564045.0
Bory,Bory,59461,,232,0,3522890.0
Velká Bíteš,Velká Bíteš,59501,Masarykovo náměstí,81,0,3426424.0
Brno 1,Brno,60100,Šumavská,519,35,19171218.0
Brno 2,Brno,60200,Nádražní,681,2a,25067656.0
Brno 7,Modřice,60700,U dálnice,777,0,25937944.0
Brno 8,Brno,60800,Heršpická,875,6a,31089046.0
Brno 10,Brno,61000,Orlí,655,30,19100710.0
Brno 12,Brno,61200,Mojmírovo náměstí,2919,22,25089544.0
Brno 13,Brno,61300,Zemědělská,649,68,25084291.0
Brno 15,Brno,61500,Rokycanova,1867,35,19637829.0
Brno 16,Brno,61600,náměstí Svornosti,2573,6,19603193.0
Brno 17,Brno,61700,Svatopetrská,60,28,19391749.0
Brno 18,Brno,61800,Spáčilova,1109,15,19353146.0
Brno 20,Brno,62000,Tuřanské náměstí,88,3,19039689.0
Brno 21,Brno,62100,Kolaříkova,1501,10,19508395.0
Brno 22,Brno,62200,Fryčajova,77,18,19460171.0
Brno 23,Brno,62300,Libušina třída,579,2,19385137.0
Brno 24,Brno,62400,Hlavní,247,64,19673612.0
Brno 25,Brno,62500,U pošty,638,16,19565356.0
Brno 26,Brno,62600,Mácova,37,3,19067402.0
Brno 27,Brno,62700,Přemyslovo náměstí,857,22,19550804.0
Brno 28,Brno,62800,Vlkova,2481,4,19436416.0
Brno 29,Brno,62900,Pálavské náměstí,4246,5,19573936.0
Brno 30,Brno,63000,Dlouhá,576,1,19216564.0
Brno 34,Brno,63400,Kamínky,551,3,75649012.0
Brno 35,Brno,63500,Kubíčkova,1115,8,19318651.0
Brno 37,Brno,63700,Veslařská,549,52,25085280.0
Brno 38,Brno,63800,Haškova,153,17,19259883.0
Brno 41,Brno,64100,Helenčina,976,1a,40609596.0
Brno 42,Brno,64200,Vzhledná,500,5,19228350.0
Brno 43,Brno,64300,Chrlické náměstí,1,4,19058691.0
Bílovice nad Svitavou,Bílovice nad Svitavou,66401,Žižkova,998,0,74399306.0
Ochoz u Brna,Ochoz u Brna,66402,Náves,17,2,24128503.0
Podolí,Podolí,66403,,122,0,24642291.0
Mokrá,Mokrá-Horákov,66404,,348,0,24121967.0
Tvarožná,Tvarožná,66405,,40,0,24004111.0
Viničné Šumice,Viničné Šumice,66406,,23,0,13284126.0
Pozořice,Pozořice,66407,Na Městečku,14,0,24646067.0
Blažovice,Blažovice,66408,Náves,103,0,24100501.0
Zbýšov u Brna,Zbýšov,66411,Masarykova,248,0,24025763.0
Oslavany,Oslavany,66412,Hlavní,36,24,24697028.0
Nová Ves,Nová Ves,66413,,67,0,24632694.0
Neslovice,Neslovice,66416,Žleb,95,0,23960175.0
Tetčice,Tetčice,66417,Nádražní,58,0,13267655.0
Babice nad Svitavou,Babice nad Svitavou,66419,,83,0,13164465.0
Čebín,Čebín,66423,,541,0,78767466.0
Drásov,Drásov,66424,Všechovická,61,0,24952443.0
Lelekovice,Lelekovice,66431,Hlavní,75,7,13190946.0
Vranov,Vranov,66432,,24,0,24684414.0
Kuřim,Kuřim,66434,Legionářská,334,65,24184039.0
Troubsko,Troubsko,66441,Zámecká,150,8,24678546.0
Modřice,Modřice,66442,Masarykova,144,0,26949539.0
Želešice,Želešice,66443,24. dubna,30,0,24689688.0
Ořechov u Brna,Ořechov,66444,Zahradní,216,1,23972769.0
Prštice,Prštice,66446,Hlavní,1,0,23980265.0
Střelice u Brna,Střelice,66447,náměstí Svobody,241,3,24157465.0
Moravany u Brna,Moravany,66448,Střední,11,30,24122718.0
Ostopovice,Ostopovice,66449,U Kaple,260,5,24139416.0
Šlapanice u Brna,Šlapanice,66451,Masarykovo náměstí,100,7,24078450.0
Sokolnice,Sokolnice,66452,Komenského,162,0,13248880.0
Újezd u Brna,Újezd u Brna,66453,Komenského,144,0,24009784.0
Těšany,Těšany,66454,,141,0,13264401.0
Moutnice,Moutnice,66455,,297,0,13217194.0
Blučina,Blučina,66456,Na Lázních,600,0,23940492.0
Měnín,Měnín,66457,,570,0,73111767.0
Prace,Prace,66458,Ponětovská,129,0,24144606.0
Telnice,Telnice,66459,Růžová,243,0,13260944.0
Rajhrad,Rajhrad,66461,Masarykova,88,0,13233823.0
Hrušovany u Brna,Hrušovany u Brna,66462,Jiřího z Poděbrad,224,0,13305468.0
Žabčice,Žabčice,66463,Nádražní,589,0,81262981.0
Dolní Kounice,Dolní Kounice,66464,Masarykovo náměstí,142,10,24939773.0
Malešovice,Malešovice,66465,,50,0,24618578.0
Němčičky,Němčičky,66466,,6,0,13221876.0
Syrovice,Syrovice,66467,,60,0,13255401.0
Veverská Bítýška,Veverská Bítýška,66471,9. května,3,0,13273434.0
Jinačovice,Jinačovice,66472,,83,0,13183133.0
Deblín,Deblín,66475,,43,0,24934992.0
Lažánky,Lažánky,66476,,14,0,24614360.0
Ostrovačice,Ostrovačice,66481,Žebětínská,252,0,73211591.0
Říčany u Brna,Říčany,66482,náměstí Osvobození,286,0,13244299.0
Domašov,Domašov,66483,Brněnská,94,0,24950581.0
Zastávka u Brna,Zastávka,66484,Babická,103,0,13345567.0
Ketkovice,Ketkovice,66485,,214,0,13186582.0
Vysoké Popovice,Vysoké Popovice,66486,,35,0,24687251.0
Zbraslav,Zbraslav,66488,Komenského,105,0,13292081.0
Ivančice,Ivančice,66491,Komenského náměstí,21,9,24034738.0
Rosice u Brna,Rosice,66501,Palackého náměstí,19,0,24062774.0
Tišnov 1,Tišnov,66601,náměstí Míru,22,0,13311816.0
Předklášteří,Předklášteří,66602,Komenského,1169,0,24000621.0
Mobilní pošta 61,Vrbice,66666,,8,0,10183841.0
Židlochovice,Židlochovice,66701,Nádražní,160,0,13333909.0
Znojmo 1,Znojmo,66901,Horní náměstí,256,13,10983490.0
Znojmo 2,Znojmo,66902,Dr. Milady Horákové,2297,6,11003162.0
Znojmo 4,Znojmo,66904,Poštovní,82,8,10881271.0
Citonice,Citonice,67101,,82,0,10692487.0
Šumná,Šumná,67102,,45,0,10927751.0
Vranov nad Dyjí,Vranov nad Dyjí,67103,Náměstí,19,0,10962352.0
Šafov,Šafov,67106,,11,0,10910832.0
Uherčice u Znojma,Uherčice,67107,,113,0,10947671.0
Vratěnín,Vratěnín,67108,,64,0,10970096.0
Šatov,Šatov,67122,,381,0,10917942.0
Chvalovice,Chvalovice,67123,,46,0,83325506.0
Vrbovec,Vrbovec,67124,,146,0,10972498.0
Hodonice,Hodonice,67125,U Pošty,80,0,16053761.0
Dyjákovice,Dyjákovice,67126,,339,0,10711767.0
Hrádek u Znojma,Hrádek,67127,,29,0,10752102.0
Jaroslavice,Jaroslavice,67128,Náměstí,92,0,10772791.0
Strachotice,Strachotice,67129,,46,0,10903372.0
Únanov,Únanov,67131,,243,0,10950729.0
Plaveč,Plaveč,67132,Náves,63,0,10867643.0
Mikulovice u Znojma,Mikulovice,67133,,144,0,10818880.0
Horní Dunajovice,Horní Dunajovice,67134,,102,0,10737570.0
Skalice u Znojma,Skalice,67136,,92,0,10891803.0
Višňové u Znojma,Višňové,67138,,127,0,10958916.0
Tavíkovice,Tavíkovice,67140,,150,0,10936912.0
Vémyslice,Vémyslice,67142,,64,0,10954864.0
Kravsko,Kravsko,67151,,200,0,10790535.0
Hluboké Mašůvky,Hluboké Mašůvky,67152,,10,0,10723722.0
Jevišovice,Jevišovice,67153,,290,0,10782672.0
Hostim,Hostim,67154,,165,0,10747541.0
Blížkovice,Blížkovice,67155,,129,0,11017872.0
Grešlové Mýto,Grešlové Mýto,67156,,22,0,10717315.0
Prosiměřice,Prosiměřice,67161,,197,0,10880330.0
Oleksovice,Oleksovice,67162,,69,0,10855408.0
Lechovice,Lechovice,67163,,32,0,10805320.0
Božice,Božice,67164,,374,0,10687238.0
Břežany u Znojma,Břežany,67165,,103,0,10690492.0
Litobratřice,Litobratřice,67166,,19,0,10808752.0
Hrušovany nad Jevišovkou,Hrušovany nad Jevišovkou,67167,náměstí Míru,707,0,10762639.0
Hrabětice,Hrabětice,67168,Hrušovanská,153,0,10749896.0
Hevlín,Hevlín,67169,,491,0,26579316.0
Hostěradice,Hostěradice,67171,,48,0,10741607.0
Miroslav,Miroslav,67172,náměstí Svobody,22,22,10821350.0
Tulešice,Tulešice,67173,,18,0,10943790.0
Vedrovice,Vedrovice,67174,,326,0,16060962.0
Loděnice,Loděnice,67175,,114,0,10811524.0
Olbramovice u Moravského Krumlova,Olbramovice,67176,,148,0,10852808.0
Branišovice,Branišovice,67177,,57,0,10688331.0
Jiřice u Miroslavi,Jiřice u Miroslavi,67178,,33,0,10785141.0
Znojmo 5,Znojmo,67181,Dukelských bojovníků,3655,138,27829537.0
Dobšice,Dobšice,67182,Leska,347,0,25448544.0
Moravský Krumlov,Moravský Krumlov,67201,náměstí T. G. Masaryka,29,0,11023881.0
Třebíč 1,Třebíč,67401,Smila Osovského,2,1,18759980.0
Třebíč 5,Třebíč,67405,M. Majerové,751,6,18768717.0
Vladislav,Vladislav,67501,,198,0,18754171.0
Koněšín,Koněšín,67502,,144,0,2698617.0
Budišov u Třebíče,Budišov,67503,,356,0,25249631.0
Hodov,Hodov,67504,,120,0,73468843.0
Rudíkov,Rudíkov,67505,,,0,
Čechtín,Čechtín,67507,,55,0,2744007.0
Kouty u Třebíče,Kouty,67508,,11,0,18635598.0
Okříšky,Okříšky,67521,Jihlavská,539,0,18675255.0
Stařeč,Stařeč,67522,Jakubské náměstí,148,0,18714030.0
Kojetice na Moravě,Kojetice,67523,,82,0,2676028.0
Čáslavice,Čáslavice,67524,,110,0,2732483.0
Rokytnice nad Rokytnou,Rokytnice nad Rokytnou,67525,,67,0,2709724.0
Želetava,Želetava,67526,Podolí,143,0,2738287.0
Předín,Předín,67527,,243,0,2751232.0
Opatov na Moravě,Opatov,67528,,148,0,18677100.0
Kněžice u Třebíče,Kněžice,67529,,2,0,18629954.0
Jemnice,Jemnice,67531,Palackého,771,0,2761637.0
Třebelovice,Třebelovice,67532,,123,0,2689766.0
Dešov,Dešov,67533,,147,0,2680131.0
Police u Jemnice,Police,67534,,30,0,2713063.0
Nové Syrovice,Nové Syrovice,67541,,4,0,18665551.0
Budkov,Budkov,67542,,82,0,2715473.0
Domamil,Domamil,67543,,2,0,18603785.0
Lesonice,Lesonice,67544,,117,0,2726882.0
Šebkovice,Šebkovice,67545,,127,0,2683032.0
Litohoř,Litohoř,67546,,155,0,2706601.0
Dukovany-elektrárna,Dukovany,67550,,269,0,18607624.0
Jaroměřice nad Rokytnou,Jaroměřice nad Rokytnou,67551,náměstí Míru,25,0,18788858.0
Lipník u Hrotovic,Lipník,67552,,106,0,18647651.0
Valeč u Hrotovic,Valeč,67553,,10,0,2706971.0
Dalešice,Dalešice,67554,,87,0,2740818.0
Hrotovice,Hrotovice,67555,Brněnská,188,0,18615350.0
Dukovany,Dukovany,67556,,99,0,18606016.0
Rouchovany,Rouchovany,67557,,329,0,18700403.0
Radkovice u Hrotovic,Radkovice u Hrotovic,67559,,13,0,18693857.0
Myslibořice,Myslibořice,67560,,14,0,18660860.0
Náměšť nad Oslavou,Náměšť nad Oslavou,67571,Masarykovo náměstí,62,0,18799426.0
Kralice nad Oslavou,Kralice nad Oslavou,67572,Jinošovská,78,0,18640613.0
Rapotice,Rapotice,67573,Bítešská,37,0,2691078.0
Březník,Březník,67574,,104,0,2703009.0
Mohelno,Mohelno,67575,,197,0,18656803.0
Hartvíkovice,Hartvíkovice,67576,,31,0,2745330.0
Kramolín-vodní dílo,Kramolín,67577,,46,0,2673932.0
Čikov,Čikov,67578,,45,0,18598951.0
Tasov,Tasov,67579,,130,0,18724281.0
Moravské Budějovice 2,Moravské Budějovice,67602,1. máje,322,0,2655080.0
Blansko 1,Blansko,67801,Hybešova,584,53,15226654.0
Skalice nad Svitavou,Skalice nad Svitavou,67901,,85,0,7893256.0
Rájec-Jestřebí,Rájec-Jestřebí,67902,Sportovní,629,0,7882441.0
Olomučany,Olomučany,67903,,123,0,7867093.0
Adamov 1,Adamov,67904,Nádražní,115,0,7920849.0
Křtiny,Křtiny,67905,,26,0,1959786.0
Jedovnice,Jedovnice,67906,Havlíčkovo náměstí,631,0,7830475.0
Kotvrdovice,Kotvrdovice,67907,,150,0,1953729.0
Doubravice nad Svitavou,Doubravice nad Svitavou,67911,Dolní,33,0,7813899.0
Sloup v Moravském Krasu,Sloup,67913,,1,0,1980009.0
Ostrov u Macochy,Ostrov u Macochy,67914,,80,0,2009234.0
Lipovec u Blanska,Lipovec,67915,,318,0,15199002.0
Černá Hora,Černá Hora,67921,Svitavská,103,0,7807473.0
Lipůvka,Lipůvka,67922,,146,0,1966898.0
Lomnice u Tišnova,Lomnice,67923,Dlouhá,126,0,15200795.0
Sebranice u Boskovic,Sebranice,67931,,149,0,7889925.0
Svitávka,Svitávka,67932,Palackého,183,0,7899823.0
Vísky u Letovic,Vísky,67933,,96,0,25876686.0
Knínice,Knínice,67934,,275,0,1950517.0
Šebetov,Šebetov,67935,,133,0,1988239.0
Vanovice,Vanovice,67936,,132,0,2043114.0
Borotín u Boskovic,Borotín,67937,,200,0,7802536.0
Cetkovice,Cetkovice,67938,Náves,168,0,7805276.0
Úsobrno,Úsobrno,67939,,81,0,2040085.0
Němčice u Boskovic,Němčice,67951,,151,0,7858906.0
Žďárná,Žďárná,67952,,10,0,1925636.0
Benešov u Boskovic,Benešov,67953,,18,0,1929950.0
Letovice,Letovice,67961,Tyršova,205,1,2024942.0
Křetín,Křetín,67962,,54,0,1957830.0
Velké Opatovice,Velké Opatovice,67963,Dlouhá,669,0,25276697.0
Lysice,Lysice,67971,Komenského,570,0,7855176.0
Kunštát na Moravě,Kunštát,67972,náměstí ČSČK,496,0,25307614.0
Rozseč nad Kunštátem,Rozseč nad Kunštátem,67973,,106,0,2038544.0
Olešnice na Moravě,Olešnice,67974,náměstí Míru,92,0,7860455.0
Drnovice u Lysic,Drnovice,67976,,52,0,7818301.0
Boskovice,Boskovice,68001,Hybešova,1009,1,15268209.0
Vyškov 1,Vyškov,68201,Dvořákova,128,23,13920995.0
Vyškov 3,Vyškov,68203,náměstí Svobody,19,11,13898621.0
Rousínov u Vyškova,Rousínov,68301,Sušilovo náměstí,52,30,13929526.0
Habrovany,Habrovany,68302,,79,0,386529.0
Luleč,Luleč,68303,,260,0,13871561.0
Drnovice,Drnovice,68304,,435,0,535877.0
Račice-Pístovice,Račice-Pístovice,68305,,74,0,401480.0
Ruprechtov,Ruprechtov,68306,,251,0,421634.0
Krásensko,Krásensko,68307,,123,0,390241.0
Studnice u Vyškova,Studnice,68308,,66,0,405060.0
Rychtářov,Vyškov,68309,,48,0,13885316.0
Pustiměř,Pustiměř,68321,,202,0,489981.0
Ivanovice na Hané,Ivanovice na Hané,68323,Nádražní,139,3,13860429.0
Švábenice,Švábenice,68324,,18,0,458295.0
Orlovice,Orlovice,68325,,157,0,376892.0
Hoštice-Heroltice,Hoštice-Heroltice,68326,,78,0,379298.0
Moravské Prusy,Prusy-Boškůvky,68327,,40,0,423696.0
Kučerov,Kučerov,68331,,22,0,485047.0
Brankovice,Brankovice,68332,Náměstí,101,0,447439.0
Nesovice,Nesovice,68333,,172,0,431087.0
Nemotice,Nemotice,68334,,66,0,418129.0
Letonice,Letonice,68335,Osvobození,112,0,26546108.0
Milonice u Vyškova,Milonice,68336,,102,0,408590.0
Bohdalice,Bohdalice-Pavlovice,68341,,45,0,13852582.0
Nové Hvězdlice,Hvězdlice,68342,,211,0,454591.0
Holubice,Holubice,68351,,61,0,462098.0
Křenovice,Křenovice,68352,Svárovská,679,0,27718654.0
Šaratice,Šaratice,68353,Náves,83,0,13887475.0
Otnice,Otnice,68354,Dědina,46,0,496901.0
Bošovice,Bošovice,68355,Náves,291,0,440434.0
Nížkovice,Nížkovice,68356,,39,0,432997.0
Křižanovice,Křižanovice,68357,,85,0,466379.0
Slavkov u Brna,Slavkov u Brna,68401,Palackého náměstí,3,0,13937936.0
Bučovice,Bučovice,68501,Legionářská,128,0,515329.0
Uherské Hradiště 1,Uherské Hradiště,68601,Masarykovo náměstí,12,0,28406184.0
Staré Město u Uherského Hradiště,Staré Město,68603,náměstí Hrdinů,100,0,4972198.0
Kunovice,Kunovice,68604,Pekařská,1542,0,4969863.0
Košíky,Košíky,68680,,172,0,4877977.0
Babice u Uherského Hradiště,Babice,68703,,147,0,4852036.0
Traplice,Traplice,68704,,240,0,4938224.0
Jalubí,Jalubí,68705,,341,0,4911474.0
