name,city,postal_code,street,building_number,orientation_number,ruian_code
Šťáhlavy,Šťáhlavy,33203,Dr. Holuba,44,0,971154.0
Nezvěstice,Nezvěstice,33204,,277,0,7046171.0
Chválenice,Chválenice,33205,,24,0,893609.0
Štěnovice,Štěnovice,33209,Čižická,133,0,985261.0
Hradec u Stoda,Hradec,33211,,52,0,907944.0
Chotěšov,Chotěšov,33214,Čapkova,219,0,1034618.0
Stod,Stod,33301,Stříbrská,80,0,954021.0
Mobilní pošta 31,Opava,33333,Partyzánská,1521,7,24370428.0
Přeštice,Přeštice,33401,Masarykovo náměstí,321,0,7066759.0
Dobřany,Dobřany,33441,Náměstí T. G. M.,2,0,1052543.0
Chlumčany u Přeštic,Chlumčany,33442,Nové Sídliště,363,0,1017209.0
Dnešice,Dnešice,33443,,29,0,7024649.0
Dolní Lukavice,Dolní Lukavice,33444,,142,0,12059340.0
Řenče,Řenče,33445,,54,0,1070452.0
Merklín u Přeštic,Merklín,33452,U Zámku,253,0,904040.0
Horšice,Horšice,33455,,7,0,964832.0
Nepomuk 1,Nepomuk,33501,Plzeňská,162,0,926566.0
Nepomuk 3,Nepomuk,33503,Blatenská,135,0,923338.0
Vrčeň,Vrčeň,33541,,1,0,942600.0
Dožice,Mladý Smolivec,33543,,74,0,1000322.0
Kasejovice,Kasejovice,33544,,184,0,1028324.0
Oselce,Oselce,33546,,82,0,991783.0
Nekvasovy,Nekvasovy,33547,,102,0,964506.0
Měcholupy u Blovic,Měcholupy,33551,,76,0,913456.0
Žinkovy,Žinkovy,33554,,84,0,7061595.0
Neurazy,Neurazy,33555,,61,0,1008714.0
Spálené Poříčí,Spálené Poříčí,33561,Náměstí Svobody,40,0,1044818.0
Nové Mitrovice,Nové Mitrovice,33563,,136,0,26602156.0
Čížkov u Blovic,Čížkov,33564,,30,0,936162.0
Blovice,Blovice,33601,Jirotova,,0,
Rokycany 1,Rokycany,33701,Jiráskova,247,0,26861283.0
Holoubkov,Holoubkov,33801,,48,0,12991368.0
Mýto v Čechách,Mýto,33805,Náměstí,109,0,7129254.0
Cheznovice,Cheznovice,33806,,241,0,7110138.0
Kařez,Kařez,33807,,28,0,7115776.0
Zbiroh,Zbiroh,33808,Československé armády,535,0,7176597.0
Terešov,Terešov,33810,,108,0,13009311.0
Mlečice,Mlečice,33811,,11,0,7125755.0
